  7964 	      0
-30072 	     -3
-31228 	     -3
 29922 	      2
 -1374 	     -6
  5720 	      0
  4366 	      0
  6138 	      0
 -6487 	     -5
  -124 	     -6
-22452 	     -4
-10816 	     -5
 27770 	      2
-18473 	     -4
-15715 	     -4
-10931 	     -5
  3211 	      0
 -3128 	     -6
 -1155 	     -6
 -2143 	     -6
  8517 	      0
 -6893 	     -5
-25106 	     -4
 20625 	      2
-22046 	     -4
-25873 	     -3
 23966 	      2
  -620 	     -6
 -8093 	     -5
-12551 	     -5
  -296 	     -6
 -3556 	     -6
 23065 	      2
-20826 	     -4
-10003 	     -5
 30882 	      3
 -3090 	     -6
 -5046 	     -6
 -5537 	     -5
  4791 	      0
  2804 	      0
  1811 	      0
  1314 	      0
  1436 	      0
  9072 	      0
 -4913 	     -6
 30721 	      3
 25606 	      2
 24679 	      2
 23398 	      2
 30948 	      3
  3802 	      0
-15192 	     -5
 -4578 	     -6
-15470 	     -5
 -4627 	     -6
 -5990 	     -5
   137 	      0
   647 	      0
-30316 	     -3
-14748 	     -5
-16819 	     -4
-26047 	     -3
 31642 	      3
  8525 	      0
  9458 	      0
 21968 	      2
-30985 	     -3
-15083 	     -5
-19665 	     -4
-30149 	     -3
 -4423 	     -6
-20654 	     -4
  3605 	      0
  4300 	      0
  1166 	      0
   991 	      0
  1075 	      0
 -7076 	     -5
-11152 	     -5
 -9410 	     -5
-14525 	     -5
 -1738 	     -6
-32034 	     -3
 17161 	      1
 25031 	      2
  4905 	      0
-29906 	     -3
 18225 	      1
 17691 	      1
 17556 	      1
 10099 	      1
 12127 	      1
  1832 	      0
 25975 	      2
 -7122 	     -5
-11095 	     -5
 -9360 	     -5
 20038 	      2
 -2501 	     -6
  4030 	      0
-29546 	     -3
  2452 	      0
  3267 	      0
 -4518 	     -6
 -8411 	     -5
 -4225 	     -6
 -4250 	     -6
 -5519 	     -6
 12792 	      1
 20665 	      2
-32743 	     -3
-18912 	     -4
   287 	      0
 -8172 	     -5
 -3410 	     -6
 -8606 	     -5
 -3893 	     -6
 -5184 	     -6
-24346 	     -4
-11763 	     -5
 27296 	      2
 29261 	      2
 30243 	      3
  5160 	      0
 11181 	      1
 16360 	      1
 -1983 	     -6
 -8775 	     -5
-13574 	     -5
-24167 	     -4
  3714 	      0
 13352 	      1
 13814 	      1
   -25 	     -6
  -449 	     -6
-30324 	     -3
-14752 	     -5
 -6966 	     -5
-16209 	     -4
-16538 	     -4
 -7859 	     -5
 -7638 	     -5
-12011 	     -5
  2894 	      0
  3930 	      0
  1337 	      0
 -7114 	     -5
 22947 	      2
  2932 	      0
  3987 	      0
 19969 	      1
 -3015 	     -6
 21991 	      2
 16934 	      1
 14404 	      1
 21330 	      2
  4282 	      0
  6012 	      0
 -1316 	     -6
-11037 	     -5
-16967 	     -4
 -2146 	     -6
-17848 	     -4
-10399 	     -5
 -3847 	     -6
 -6082 	     -5
-16731 	     -4
 24812 	      2
 24531 	      2
-28788 	     -3
 26145 	      2
 -5847 	     -5
  -849 	     -6
  2828 	      0
 -5535 	     -6
  8086 	      0
 19020 	      1
  6251 	      0
  8966 	      0
-21481 	     -4
  8583 	      0
  2171 	      0
 10952 	      1
 13483 	      1
  2084 	      0
 -2961 	     -6
-26823 	     -3
-32181 	     -3
  6332 	      0
 10196 	      1
  5604 	      0
  7996 	      0
-27266 	     -3
-13223 	     -5
-20242 	     -4
 15448 	      1
  8134 	      0
 19177 	      1
 14533 	      1
  7676 	      0
  9389 	      0
  1676 	      0
  1247 	      0
 25410 	      2
-11362 	     -5
-17454 	     -4
-10787 	     -5
  4152 	      0
 13492 	      1
 11860 	      1
  8196 	      0
 20076 	      2
 17824 	      1
 29690 	      2
 12620 	      1
-26048 	     -3
-14565 	     -5
-22281 	     -4
 -9728 	     -5
 -5914 	     -5
-26165 	     -3
-29056 	     -3
  7565 	      0
 19613 	      1
 -5688 	     -5
 21902 	      2
 19039 	      1
-21121 	     -4
   103 	      0
  -257 	     -6
 22653 	      2
   728 	      0
   681 	      0
  8988 	      0
  4903 	      0
 15136 	      1
 25737 	      2
 16006 	      1
 11140 	      1
  3934 	      0
 10908 	      1
 22586 	      2
 28424 	      2
 31342 	      3
  9109 	      0
 -2548 	     -6
 -3391 	     -6
   398 	      0
-19401 	     -4
-23603 	     -4
 31060 	      3
 29772 	      2
   176 	      0
 -4379 	     -6
  -737 	     -6
 29167 	      2
-17775 	     -4
 -9779 	     -5
 -7954 	     -5
   555 	      0
 -8469 	     -5
 -3311 	     -6
 -5378 	     -6
  -215 	     -6
   301 	      0
-28143 	     -3
 -4335 	     -6
 -9951 	     -5
 16298 	      1
 17699 	      1
 26590 	      2
-26310 	     -3
  7137 	      0
 -4215 	     -6
 -1699 	     -6
  2416 	      0
-31150 	     -3
 17603 	      1
 12403 	      1
 21399 	      2
 11905 	      1
  7156 	      0
 12972 	      1
-11147 	     -5
 -7010 	     -5
-19118 	     -4
 -5235 	     -6
 16456 	      1
 19038 	      1
  5561 	      0
  3190 	      0
 -8932 	     -5
 28712 	      2
 24911 	      2
 31202 	      3
  2563 	      0
 13893 	      1
 20428 	      2
 -9837 	     -5
-25750 	     -3
-28416 	     -3
-29750 	     -3
  8344 	      0
-13129 	     -5
-16287 	     -4
-29366 	     -3
   384 	      0
-32166 	     -3
 31735 	      3
-26427 	     -3
 12698 	      1
 23858 	      2
 -2637 	     -6
 31859 	      3
 18894 	      1
 20602 	      2
 29646 	      2
  5340 	      0
-24147 	     -4
-11664 	     -5
 -6987 	     -5
 -4649 	     -6
 -8162 	     -5
   -61 	     -6
 28931 	      2
-17893 	     -4
-10782 	     -5
-15420 	     -5
 24226 	      2
 30078 	      3
 -5911 	     -5
